bucket,tv_symbol,signal_week,sig_ctl_pct,sig_body_frac,sig_range_pct,entry_date,entry,stop,risk_pct,ext_vs_sma,crs_rank,exit_date,exit_px,pct_move,R,mfe_pct,mae_pct,reason,weeks_held
STOPPED_RANDOM,NSE:PRAJIND,2022-09-02,9.92,0.76,14.46,2022-09-05,410.55,369.49,10.0,15.6,0.11,2022-12-12,361.25,-12.01,-1.2,8.89,-13.19,stop,14.0
STOPPED_RANDOM,NSE:TANLA,2021-08-13,10.73,0.03,13.93,2021-08-16,857.28,771.56,10.0,19.32,0.01,2021-09-27,770.16,-10.16,-1.02,3.21,-14.24,stop,6.0
GOOD_RANDOM,NSE:HONASA,2026-04-10,12.96,0.88,16.18,2026-04-13,342.7,308.43,10.0,18.81,0.25,2026-06-29,446.45,30.27,2.51,31.02,-3.41,eos,11.0
GOOD_RANDOM,NSE:RELCAPITAL,2017-06-09,6.69,0.6,8.55,2017-06-12,492.13,461.96,6.13,10.64,0.01,2017-08-14,638.03,29.65,3.42,39.94,-0.65,blowoff_half,9.0
GOOD_RANDOM,NSE:J&KBANK,2026-03-13,10.02,0.39,18.2,2026-03-16,121.14,109.03,10.0,15.62,0.25,2026-06-29,159.64,31.78,2.59,37.98,-10.85,eos,15.0
GOOD_RANDOM,NSE:DRREDDY,2020-03-06,9.3,0.59,12.38,2020-03-09,608.28,553.83,8.95,13.49,0.21,2020-05-18,724.1,19.04,2.06,30.82,-21.01,trail,10.0
GOOD_RANDOM,NSE:ABB,2022-05-13,9.31,0.13,13.59,2022-05-16,2262.55,2036.49,9.99,12.77,0.21,2022-09-26,3062.48,35.36,2.77,49.32,-8.15,trail,19.0
GOOD_RANDOM,NSE:DELTACORP,2021-04-23,8.55,0.58,11.6,2021-04-26,151.36,136.49,9.82,18.56,0.05,2021-11-01,249.71,64.98,4.3,96.06,-7.8,trail,27.0
GOOD_RANDOM,NSE:HINDPETRO,2023-11-10,13.72,0.86,17.93,2023-11-13,181.64,163.47,10.0,17.51,0.13,2024-01-29,262.95,44.76,3.24,59.47,-1.29,blowoff_half,11.0
GOOD_RANDOM,NSE:KEC,2023-05-05,10.92,0.93,13.03,2023-05-08,506.97,456.28,10.0,14.56,0.13,2023-07-31,627.81,23.84,2.19,32.66,-13.79,blowoff_half,12.0
GOOD_RANDOM,NSE:PRAJIND,2018-10-05,16.02,0.61,20.78,2018-10-08,88.27,79.44,10.0,7.26,0.14,2019-01-21,126.1,42.86,3.14,68.17,-1.02,blowoff_half,15.0
GOOD_RANDOM,NSE:BALKRISIND,2020-05-22,8.1,0.55,10.38,2020-05-26,953.14,871.65,8.55,11.83,0.32,2020-07-13,1215.26,27.5,2.61,32.49,0.0,blowoff_half,6.9
GOOD_RANDOM,NSE:CUB,2019-05-10,3.18,0.34,3.83,2019-05-13,143.19,138.98,2.94,8.47,0.06,2019-06-03,152.47,6.48,2.1,9.77,-2.16,blowoff_half,3.0
GOOD_RANDOM,NSE:MUTHOOTFIN,2019-08-02,8.04,0.56,9.4,2019-08-05,553.61,510.01,7.88,15.47,0.15,2020-01-13,668.58,20.77,2.32,25.6,-10.19,blowoff_half,23.0
GOOD_RANDOM,NSE:JMFINANCIL,2024-08-30,13.4,0.65,22.74,2024-09-02,101.62,91.46,10.0,18.61,0.06,2024-10-07,138.48,36.27,2.81,48.51,-0.06,blowoff_half,5.0
GOOD_RANDOM,NSE:SCHNEIDER,2026-02-20,13.74,0.74,18.41,2026-02-23,936.3,842.67,10.0,19.81,0.14,2026-06-01,1243.4,32.8,2.64,51.43,-11.4,blowoff_half,14.0
GOOD_RANDOM,NSE:MAZDOCK,2022-08-12,11.6,0.86,14.26,2022-08-16,150.45,135.41,10.0,15.87,0.1,2022-11-21,395.68,163.0,9.15,184.07,-4.08,blowoff_half,13.9
GOOD_RANDOM,NSE:TEAMLEASE,2021-04-23,10.34,0.17,17.56,2021-04-26,3120.0,2808.0,10.0,19.97,0.06,2021-10-18,5020.5,60.91,4.05,77.88,-3.01,blowoff_half,25.0
GOOD_RANDOM,NSE:GREENPLY,2017-01-27,9.88,0.53,12.75,2017-01-30,263.12,237.12,9.88,9.11,0.03,2017-12-18,330.06,25.44,2.29,27.29,-6.05,blowoff_half,46.0
GOOD_RANDOM,NSE:NAUKRI,2018-10-05,8.56,0.01,11.78,2018-10-08,280.16,255.35,8.86,8.86,0.13,2019-04-01,360.01,28.5,2.61,34.57,-8.6,blowoff_half,25.0
GOOD_RANDOM,NSE:DIVISLAB,2020-03-20,18.24,0.12,23.67,2020-03-23,1794.52,1615.07,10.0,5.86,0.49,2020-07-06,2153.39,20.0,2.0,37.19,-6.72,trail,15.0
GOOD_RANDOM,NSE:TRITURBINE,2024-02-09,24.88,0.67,42.14,2024-02-12,459.2,413.28,10.0,17.65,0.06,2024-06-10,552.18,20.25,2.01,45.26,-10.21,trail,17.0
WINNER_MATCHED,NSE:SCHNEIDER,2026-02-20,13.74,0.74,18.41,2026-02-23,936.3,842.67,10.0,19.81,0.14,2026-06-01,1243.4,32.8,2.64,51.43,-11.4,blowoff_half,14.0
WINNER_MATCHED,NSE:KEC,2023-05-05,10.92,0.93,13.03,2023-05-08,506.97,456.28,10.0,14.56,0.13,2023-07-31,627.81,23.84,2.19,32.66,-13.79,blowoff_half,12.0
WINNER_MATCHED,NSE:HONASA,2026-04-10,12.96,0.88,16.18,2026-04-13,342.7,308.43,10.0,18.81,0.25,2026-06-29,446.45,30.27,2.51,31.02,-3.41,eos,11.0
WINNER_MATCHED,NSE:MAZDOCK,2022-08-12,11.6,0.86,14.26,2022-08-16,150.45,135.41,10.0,15.87,0.1,2022-11-21,395.68,163.0,9.15,184.07,-4.08,blowoff_half,13.9
WINNER_MATCHED,NSE:RITES,2022-12-30,9.92,0.8,13.74,2023-01-02,152.77,137.49,10.0,18.8,0.11,2023-05-15,184.11,20.51,2.03,29.22,-7.1,blowoff_half,19.0
WINNER_MATCHED,NSE:SAILIFE,2026-04-24,7.9,0.47,11.72,2026-04-27,1026.8,944.0,8.06,15.12,0.19,2026-06-29,1247.9,21.53,2.34,22.71,-7.55,eos,9.0
WINNER_MATCHED,NSE:NH,2020-08-14,8.98,0.51,16.8,2020-08-17,335.82,302.24,10.0,14.6,0.07,2021-02-15,457.87,36.34,2.82,54.77,-13.73,blowoff_half,26.0
WINNER_MATCHED,NSE:BDL,2022-03-04,10.18,0.52,16.77,2022-03-07,219.39,200.07,8.81,14.35,0.2,2022-05-09,335.57,52.96,4.01,101.18,-2.48,trail,9.0
WINNER_MATCHED,NSE:VIPIND,2018-03-23,8.26,0.26,10.73,2018-03-26,304.13,277.5,8.76,15.29,0.14,2018-05-21,383.15,25.98,2.48,40.16,-0.84,trail,8.0
WINNER_MATCHED,NSE:MGL,2023-12-08,7.94,0.71,10.73,2023-12-11,1106.9,1011.11,8.65,15.04,0.02,2024-02-12,1408.37,27.24,2.57,34.53,-2.47,blowoff_half,9.0
WINNER_MATCHED,NSE:HINDPETRO,2023-11-10,13.72,0.86,17.93,2023-11-13,181.64,163.47,10.0,17.51,0.13,2024-01-29,262.95,44.76,3.24,59.47,-1.29,blowoff_half,11.0
WINNER_MATCHED,NSE:GAYAPROJ,2017-08-24,11.51,0.63,14.1,2017-08-28,163.66,148.17,9.46,17.84,0.1,2018-01-08,207.21,26.61,2.41,38.71,-0.0,blowoff_half,19.0
WINNER_MATCHED,NSE:CGPOWER,2024-01-25,10.54,0.1,13.93,2024-01-29,466.68,420.01,10.0,17.94,0.05,2024-07-15,728.94,56.2,3.81,67.24,-10.33,blowoff_half,24.0
WINNER_MATCHED,NSE:DELTACORP,2021-04-23,8.55,0.58,11.6,2021-04-26,151.36,136.49,9.82,18.56,0.05,2021-11-01,249.71,64.98,4.3,96.06,-7.8,trail,27.0
WINNER_MATCHED,NSE:PRESTIGE,2021-07-16,9.6,0.84,12.21,2021-07-19,320.74,294.64,8.14,16.1,0.05,2021-09-13,424.16,32.24,2.98,54.72,-2.74,blowoff_half,8.0
