id,ticker,entry_date,cohort,ext_band,crs_tercile,false_touch,noise_stop,exit_too_early,R,opp_quality_R,ext_vs_sma,rank_crs,grade,take,breakout_stage,setup_type,box_region,sr_zones,cell,year,vcp,flag,cup_handle,ascending_base,double_bottom,box_breakout,box_lo,box_hi,sr_breakout,sr_level,any_zoo,any_detector
e8714dce9350,CENTURYPLY,2022-08-08,false_touch,0,0,1,0,0,-1.175,1.329,6.27,0.0269,2,False,pre,sr_breakout,"{'low_frac': 0.42, 'high_frac': 0.66, 'start_bars_ago': 9}","[{'low_frac': 0.72, 'high_frac': 0.82, 'kind': 'resistance'}, {'low_frac': 0.42, 'high_frac': 0.52, 'kind': 'support'}]",0,2022,False,False,False,False,False,False,,,False,,False,False
8091705bf3ad,GREAVESCOT,2020-01-20,false_touch,0,0,1,0,0,-1.48,-0.023,6.01,0.0016,2,False,at,sr_breakout,"{'low_frac': 0.4, 'high_frac': 0.78, 'start_bars_ago': 14}","[{'low_frac': 0.68, 'high_frac': 0.76, 'kind': 'resistance'}, {'low_frac': 0.42, 'high_frac': 0.5, 'kind': 'support'}]",0,2020,False,False,False,False,False,False,,,False,,False,False
00d469720d27,SYMPHONY,2019-08-05,false_touch,0,0,1,0,0,-1.017,0.662,5.68,0.058,1,False,pre,no_clear_setup,"{'low_frac': 0.5, 'high_frac': 0.68, 'start_bars_ago': 6}","[{'low_frac': 0.72, 'high_frac': 0.82, 'kind': 'resistance'}, {'low_frac': 0.48, 'high_frac': 0.58, 'kind': 'support'}]",0,2019,False,False,False,False,False,False,,,False,,False,False
f3c3b0c91105,HAVELLS,2022-04-25,false_touch,0,0,1,0,0,-1.633,0.619,3.33,0.0327,2,False,at,sr_breakout,"{'low_frac': 0.36, 'high_frac': 0.66, 'start_bars_ago': 10}","[{'low_frac': 0.72, 'high_frac': 0.8, 'kind': 'resistance'}, {'low_frac': 0.36, 'high_frac': 0.45, 'kind': 'support'}]",0,2022,False,False,False,False,False,False,,,False,,False,False
099db0e9f951,M&MFIN,2021-04-26,false_touch,0,0,1,0,0,-1.389,-0.214,6.09,0.0091,1,False,extended,no_clear_setup,,"[{'low_frac': 0.78, 'high_frac': 0.9, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.63, 'kind': 'support'}]",0,2021,False,False,False,False,False,False,,,False,,False,False
2650f699edae,ITI,2018-04-09,false_touch,0,0,1,0,0,-1.039,0.367,6.57,0.0373,1,False,pre,no_clear_setup,"{'low_frac': 0.42, 'high_frac': 0.62, 'start_bars_ago': 9}","[{'low_frac': 0.72, 'high_frac': 0.82, 'kind': 'resistance'}, {'low_frac': 0.42, 'high_frac': 0.5, 'kind': 'support'}]",0,2018,False,False,False,False,False,False,,,False,,False,False
e7f4918dc394,FIVESTAR,2024-06-24,false_touch,0,0,1,0,0,-1.328,0.567,11.67,0.0133,2,False,at,sr_breakout,"{'low_frac': 0.28, 'high_frac': 0.75, 'start_bars_ago': 26}","[{'low_frac': 0.62, 'high_frac': 0.72, 'kind': 'resistance'}, {'low_frac': 0.28, 'high_frac': 0.38, 'kind': 'support'}]",0,2024,False,False,False,False,False,False,,,False,,False,False
92ac6b62e225,VOLTAS,2022-02-07,false_touch,0,0,1,0,0,-2.267,1.131,10.27,0.0457,2,False,pre,sr_breakout,"{'low_frac': 0.68, 'high_frac': 0.9, 'start_bars_ago': 12}","[{'low_frac': 0.83, 'high_frac': 0.9, 'kind': 'resistance'}, {'low_frac': 0.68, 'high_frac': 0.75, 'kind': 'support'}]",0,2022,False,False,False,False,False,True,1119.7142991913831,1287.0853490813256,False,,False,True
2b778d2b6fea,RAJESHEXPO,2018-02-12,false_touch,0,0,1,0,0,-1.97,0.576,11.62,0.0495,2,False,at,sr_breakout,"{'low_frac': 0.7, 'high_frac': 0.86, 'start_bars_ago': 9}","[{'low_frac': 0.78, 'high_frac': 0.85, 'kind': 'resistance'}, {'low_frac': 0.63, 'high_frac': 0.7, 'kind': 'support'}]",0,2018,False,False,False,False,False,True,792.009366492129,867.0585814288393,False,,False,True
56a7847e6994,SUNTV,2018-04-09,false_touch,0,0,1,0,0,-1.303,1.965,3.53,0.0204,1,False,pre,no_clear_setup,,"[{'low_frac': 0.82, 'high_frac': 0.95, 'kind': 'resistance'}, {'low_frac': 0.5, 'high_frac': 0.58, 'kind': 'support'}]",0,2018,False,False,False,False,False,False,,,False,,False,False
ee7ccf280985,PGHH,2019-12-02,noise_stop,0,0,0,1,0,-1.567,0.42,6.56,0.0048,1,False,extended,no_clear_setup,,"[{'low_frac': 0.72, 'high_frac': 0.82, 'kind': 'resistance'}, {'low_frac': 0.48, 'high_frac': 0.58, 'kind': 'support'}]",0,2019,False,False,False,False,False,False,,,False,,False,False
bc375c013836,TATAINVEST,2023-03-06,noise_stop,0,0,0,1,0,-2.392,1.839,6.44,0.0291,1,False,extended,no_clear_setup,"{'low_frac': 0.38, 'high_frac': 0.72, 'start_bars_ago': 14}","[{'low_frac': 0.62, 'high_frac': 0.72, 'kind': 'resistance'}, {'low_frac': 0.38, 'high_frac': 0.46, 'kind': 'support'}]",0,2023,False,False,False,False,False,False,,,False,,False,False
82f8d4e12cb1,GODREJCP,2023-02-20,noise_stop,0,0,0,1,0,-1.175,0.946,10.78,0.0582,2,False,at,sr_breakout,,"[{'low_frac': 0.78, 'high_frac': 0.88, 'kind': 'resistance'}, {'low_frac': 0.52, 'high_frac': 0.62, 'kind': 'support'}]",0,2023,False,False,False,False,False,True,822.8243507588554,907.5472662393021,False,,False,True
2774b35d8e14,BAYERCROP,2024-04-23,noise_stop,0,0,0,1,0,-1.26,1.965,10.52,0.0177,2,False,at,pullback_to_ma,,"[{'low_frac': 0.72, 'high_frac': 0.82, 'kind': 'resistance'}, {'low_frac': 0.42, 'high_frac': 0.5, 'kind': 'support'}]",0,2024,False,False,False,False,False,False,,,False,,False,False
4d6750631c61,HAVELLS,2018-03-19,noise_stop,0,0,0,1,0,-1.445,2.027,2.39,0.0173,1,False,pre,no_clear_setup,"{'low_frac': 0.52, 'high_frac': 0.68, 'start_bars_ago': 5}","[{'low_frac': 0.85, 'high_frac': 0.95, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.62, 'kind': 'support'}]",0,2018,False,False,False,False,False,False,,,False,,False,False
9352094fbe7c,COCHINSHIP,2023-03-06,noise_stop,0,0,0,1,0,-1.094,2.082,8.14,0.0455,1,False,pre,no_clear_setup,"{'low_frac': 0.4, 'high_frac': 0.56, 'start_bars_ago': 8}","[{'low_frac': 0.4, 'high_frac': 0.52, 'kind': 'resistance'}, {'low_frac': 0.82, 'high_frac': 0.95, 'kind': 'resistance'}, {'low_frac': 0.1, 'high_frac': 0.2, 'kind': 'support'}]",0,2023,False,False,False,False,False,False,,,False,,False,False
2fb980911b39,CUB,2024-05-21,noise_stop,0,0,0,1,0,-1.269,3.139,8.08,0.0041,1,False,extended,sr_breakout,"{'low_frac': 0.3, 'high_frac': 0.52, 'start_bars_ago': 14}","[{'low_frac': 0.78, 'high_frac': 0.88, 'kind': 'resistance'}, {'low_frac': 0.35, 'high_frac': 0.45, 'kind': 'support'}]",0,2024,False,False,False,False,False,False,,,False,,False,False
9bd16fc56d56,NHPC,2022-02-21,noise_stop,0,0,0,1,0,-1.111,5.454,6.3,0.0249,1,False,pre,no_clear_setup,,"[{'low_frac': 0.72, 'high_frac': 0.82, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.63, 'kind': 'support'}]",0,2022,False,False,False,False,False,True,24.64732451469981,27.569430532434463,False,,False,True
7ffdf690a3c2,INDUSINDBK,2023-03-06,noise_stop,0,0,0,1,0,-1.724,0.65,5.77,0.0302,1,False,pre,no_clear_setup,,"[{'low_frac': 0.78, 'high_frac': 0.88, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.62, 'kind': 'support'}]",0,2023,False,False,False,False,False,False,,,False,,False,False
3ca492c8ce08,SBILIFE,2021-12-06,noise_stop,0,0,0,1,0,-1.88,1.961,11.68,0.0376,1,False,extended,no_clear_setup,,"[{'low_frac': 0.82, 'high_frac': 0.92, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.65, 'kind': 'support'}]",0,2021,False,False,False,False,False,False,,,False,,False,False
d037ea82e614,BAJAJHLDNG,2018-06-18,noise_stop,0,0,0,1,0,-1.58,1.254,8.29,0.0356,3,True,at,cup_handle,"{'low_frac': 0.6, 'high_frac': 0.72, 'start_bars_ago': 10}","[{'low_frac': 0.78, 'high_frac': 0.88, 'kind': 'resistance'}, {'low_frac': 0.6, 'high_frac': 0.68, 'kind': 'support'}]",0,2018,False,False,False,False,False,False,,,True,2580.1634171610476,False,True
90b1708b0bb8,ELGIEQUIP,2018-04-30,noise_stop,0,0,0,1,0,-1.429,0.539,9.27,0.0273,1,False,extended,no_clear_setup,,"[{'low_frac': 0.78, 'high_frac': 0.9, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.63, 'kind': 'resistance'}, {'low_frac': 0.33, 'high_frac': 0.42, 'kind': 'support'}]",0,2018,False,False,False,False,False,False,,,False,,False,False
9e4d54c48d11,CROMPTON,2018-03-26,noise_stop,0,0,0,1,0,-1.213,1.447,1.91,0.0556,1,False,pre,no_clear_setup,"{'low_frac': 0.42, 'high_frac': 0.62, 'start_bars_ago': 6}","[{'low_frac': 0.72, 'high_frac': 0.82, 'kind': 'resistance'}, {'low_frac': 0.42, 'high_frac': 0.52, 'kind': 'support'}]",0,2018,False,False,False,False,False,False,,,False,,False,False
fa36ac28eef4,SUNTECK,2019-07-01,noise_stop,0,0,0,1,0,-1.659,1.564,8.67,0.0385,1,False,extended,no_clear_setup,,"[{'low_frac': 0.78, 'high_frac': 0.88, 'kind': 'resistance'}, {'low_frac': 0.18, 'high_frac': 0.28, 'kind': 'support'}]",0,2019,False,False,False,False,False,False,,,False,,False,False
d3c9f8db8bf9,GAIL,2018-08-20,noise_stop,0,0,0,1,0,-2.168,0.059,12.68,0.036,1,False,extended,sr_breakout,"{'low_frac': 0.42, 'high_frac': 0.66, 'start_bars_ago': 18}","[{'low_frac': 0.68, 'high_frac': 0.76, 'kind': 'support'}, {'low_frac': 0.5, 'high_frac': 0.58, 'kind': 'support'}]",0,2018,False,False,False,False,False,False,,,False,,False,False
017ed75bb875,SAIL,2023-07-17,noise_stop,0,0,0,1,0,-1.532,2.37,10.39,0.0096,3,True,at,flat_base_box,"{'low_frac': 0.38, 'high_frac': 0.62, 'start_bars_ago': 16}","[{'low_frac': 0.55, 'high_frac': 0.63, 'kind': 'resistance'}, {'low_frac': 0.72, 'high_frac': 0.8, 'kind': 'resistance'}, {'low_frac': 0.38, 'high_frac': 0.45, 'kind': 'support'}]",0,2023,False,False,False,False,False,False,,,False,,False,False
74e7a4bf4e30,JSWENERGY,2018-02-12,noise_stop,0,0,0,1,0,-1.069,0.575,11.43,0.0589,1,False,extended,no_clear_setup,,"[{'low_frac': 0.85, 'high_frac': 0.95, 'kind': 'resistance'}, {'low_frac': 0.6, 'high_frac': 0.68, 'kind': 'support'}]",0,2018,False,False,False,False,False,False,,,False,,False,False
4d0e18f656ab,RADICO,2022-02-21,noise_stop,0,0,0,1,0,-1.925,-0.101,6.0,0.0074,1,False,extended,no_clear_setup,,"[{'low_frac': 0.85, 'high_frac': 0.95, 'kind': 'resistance'}, {'low_frac': 0.5, 'high_frac': 0.58, 'kind': 'support'}]",0,2022,False,False,False,False,False,False,,,False,,False,False
1a9915a7ba71,UNOMINDA,2023-10-23,noise_stop,0,0,0,1,0,-1.153,5.311,10.42,0.0495,2,False,extended,no_clear_setup,"{'low_frac': 0.6, 'high_frac': 0.82, 'start_bars_ago': 5}","[{'low_frac': 0.72, 'high_frac': 0.82, 'kind': 'resistance'}, {'low_frac': 0.6, 'high_frac': 0.68, 'kind': 'support'}]",0,2023,False,False,False,False,False,True,581.3394834716183,637.5467674770323,False,,False,True
956446d7c05d,M&MFIN,2018-02-12,noise_stop,0,0,0,1,0,-1.657,1.72,10.33,0.0401,1,False,extended,no_clear_setup,,"[{'low_frac': 0.78, 'high_frac': 0.88, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.65, 'kind': 'support'}]",0,2018,False,False,False,False,False,False,,,False,,False,False
f42f927a7280,TORNTPOWER,2018-04-09,noise_stop,0,0,0,1,0,-1.107,0.934,4.86,0.0129,1,False,pre,no_clear_setup,,"[{'low_frac': 0.72, 'high_frac': 0.82, 'kind': 'resistance'}, {'low_frac': 0.44, 'high_frac': 0.54, 'kind': 'support'}]",0,2018,False,False,False,False,False,False,,,False,,False,False
3eb7c01a57ba,VIPIND,2022-06-06,noise_stop,0,0,0,1,0,-1.833,1.525,1.65,0.0439,1,False,pre,no_clear_setup,,"[{'low_frac': 0.82, 'high_frac': 0.92, 'kind': 'resistance'}, {'low_frac': 0.48, 'high_frac': 0.58, 'kind': 'support'}]",0,2022,False,False,False,False,False,False,,,False,,False,False
43998f52249f,APOLLOTYRE,2018-06-11,noise_stop,0,0,0,1,0,-1.358,1.262,5.17,0.0115,1,False,extended,no_clear_setup,,"[{'low_frac': 0.78, 'high_frac': 0.87, 'kind': 'resistance'}, {'low_frac': 0.5, 'high_frac': 0.58, 'kind': 'support'}]",0,2018,False,False,False,False,False,False,,,False,,False,False
921ee566b453,ASIANPAINT,2021-12-13,noise_stop,0,0,0,1,0,-2.364,1.084,12.95,0.0306,2,False,pre,sr_breakout,"{'low_frac': 0.68, 'high_frac': 0.86, 'start_bars_ago': 7}","[{'kind': 'resistance', 'low_frac': 0.86, 'high_frac': 0.93}, {'kind': 'support', 'low_frac': 0.68, 'high_frac': 0.74}]",0,2021,False,False,False,False,False,False,,,False,,False,False
f0058bb2c624,PIIND,2023-02-20,noise_stop,0,0,0,1,0,-0.927,0.147,7.33,0.0284,1,False,pre,no_clear_setup,,"[{'low_frac': 0.72, 'high_frac': 0.82, 'kind': 'resistance'}, {'low_frac': 0.42, 'high_frac': 0.5, 'kind': 'support'}]",0,2023,False,False,False,False,False,False,,,False,,False,False
f25005f09efa,RELIANCE,2021-12-13,noise_stop,0,0,0,1,0,-1.338,0.677,11.43,0.0249,1,False,extended,no_clear_setup,,"[{'low_frac': 0.82, 'high_frac': 0.92, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.65, 'kind': 'support'}]",0,2021,False,False,False,False,False,False,,,False,,False,False
910e2185e7d3,TATACHEM,2024-04-08,noise_stop,0,0,0,1,0,-1.469,0.505,11.07,0.0044,1,False,extended,no_clear_setup,,"[{'low_frac': 0.72, 'high_frac': 0.8, 'kind': 'resistance'}, {'low_frac': 0.3, 'high_frac': 0.38, 'kind': 'support'}]",0,2024,False,False,False,False,False,False,,,False,,False,False
1a6b5d17595a,DREDGECORP,2018-02-12,noise_stop,0,0,0,1,0,-1.314,-0.025,12.93,0.0559,1,False,extended,no_clear_setup,,"[{'low_frac': 0.05, 'high_frac': 0.15, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.65, 'kind': 'support'}]",0,2018,False,False,False,False,False,False,,,False,,False,False
c7f5b4285377,SANOFI,2024-04-08,noise_stop,0,0,0,1,0,-0.942,2.782,12.6,0.0129,1,False,extended,no_clear_setup,,"[{'low_frac': 0.82, 'high_frac': 0.92, 'kind': 'resistance'}, {'low_frac': 0.52, 'high_frac': 0.6, 'kind': 'support'}]",0,2024,False,False,False,False,False,False,,,False,,False,False
55b77d1b2252,ASTERDM,2022-11-28,noise_stop,0,0,0,1,0,-1.568,0.752,12.0,0.0243,1,False,extended,no_clear_setup,,"[{'low_frac': 0.85, 'high_frac': 0.95, 'kind': 'resistance'}, {'low_frac': 0.55, 'high_frac': 0.65, 'kind': 'support'}]",0,2022,False,False,False,False,False,False,,,False,,False,False
